1594031160520,46,HTTP Request,200,OK,APIDemo 1-32,text,true,,454,135,50,50,http://localhost:3000/posts/?year=2009,42,0,8
1594031160491,586,HTTP Request,200,OK,APIDemo 1-24,text,false,"The operation lasted too long: It took 586 milliseconds, but should not have lasted longer than 50 milliseconds.",443,135,95,95,http://localhost:3000/posts/?year=2016,586,0,42
1594031160536,602,HTTP Request,200,OK,APIDemo 1-31,text,false,"The operation lasted too long: It took 602 milliseconds, but should not have lasted longer than 50 milliseconds.",450,135,98,98,http://localhost:3000/posts/?year=2010,602,0,4
1594031160490,667,HTTP Request,200,OK,APIDemo 1-48,text,false,"The operation lasted too long: It took 667 milliseconds, but should not have lasted longer than 50 milliseconds.",441,135,97,97,http://localhost:3000/posts/?year=2015,666,0,49
1594031160486,737,HTTP Request,200,OK,APIDemo 1-51,text,false,"The operation lasted too long: It took 737 milliseconds, but should not have lasted longer than 50 milliseconds.",443,135,96,96,http://localhost:3000/posts/?year=2016,737,0,39
1594031160374,876,HTTP Request,200,OK,APIDemo 1-18,text,false,"The operation lasted too long: It took 876 milliseconds, but should not have lasted longer than 50 milliseconds.",444,135,95,95,http://localhost:3000/posts/?year=2019,876,0,145
1594031160484,773,HTTP Request,200,OK,APIDemo 1-50,text,false,"The operation lasted too long: It took 773 milliseconds, but should not have lasted longer than 50 milliseconds.",443,135,94,94,http://localhost:3000/posts/?year=2017,773,0,30
1594031160487,774,HTTP Request,200,OK,APIDemo 1-9,text,false,"The operation lasted too long: It took 774 milliseconds, but should not have lasted longer than 50 milliseconds.",444,135,93,93,http://localhost:3000/posts/?year=2012,774,0,22
1594031160494,776,HTTP Request,200,OK,APIDemo 1-49,text,false,"The operation lasted too long: It took 776 milliseconds, but should not have lasted longer than 50 milliseconds.",450,135,92,92,http://localhost:3000/posts/?year=2014,776,0,9
1594031160479,796,HTTP Request,200,OK,APIDemo 1-6,text,false,"The operation lasted too long: It took 796 milliseconds, but should not have lasted longer than 50 milliseconds.",450,135,91,91,http://localhost:3000/posts/?year=2014,796,0,17
1594031160548,729,HTTP Request,200,OK,APIDemo 1-44,text,false,"The operation lasted too long: It took 729 milliseconds, but should not have lasted longer than 50 milliseconds.",444,135,90,90,http://localhost:3000/posts/?year=2012,729,0,6
1594031160536,744,HTTP Request,200,OK,APIDemo 1-47,text,false,"The operation lasted too long: It took 744 milliseconds, but should not have lasted longer than 50 milliseconds.",438,135,89,89,http://localhost:3000/posts/?year=2013,744,0,27
1594031160567,716,HTTP Request,200,OK,APIDemo 1-45,text,false,"The operation lasted too long: It took 716 milliseconds, but should not have lasted longer than 50 milliseconds.",452,135,88,88,http://localhost:3000/posts/?year=2011,716,0,6
1594031160574,716,HTTP Request,200,OK,APIDemo 1-19,text,false,"The operation lasted too long: It took 716 milliseconds, but should not have lasted longer than 50 milliseconds.",481,135,87,87,http://localhost:3000/posts/?year=2004,716,0,3
1594031160576,717,HTTP Request,200,OK,APIDemo 1-46,text,false,"The operation lasted too long: It took 717 milliseconds, but should not have lasted longer than 50 milliseconds.",450,135,86,86,http://localhost:3000/posts/?year=2010,717,0,2
1594031160580,715,HTTP Request,200,OK,APIDemo 1-27,text,false,"The operation lasted too long: It took 715 milliseconds, but should not have lasted longer than 50 milliseconds.",452,135,85,85,http://localhost:3000/posts/?year=2011,715,0,7
1594031160588,709,HTTP Request,200,OK,APIDemo 1-29,text,false,"The operation lasted too long: It took 709 milliseconds, but should not have lasted longer than 50 milliseconds.",444,135,84,84,http://localhost:3000/posts/?year=2012,709,0,6
